index	namespace	metadata_type_name	source_file	status	bytes
523	StardewValley.Locations	Woods	StardewValley.Locations/Woods.cs	ok	16270
524	StardewValley.Logging	CheatCommandChatLogger	StardewValley.Logging/CheatCommandChatLogger.cs	ok	928
525	StardewValley.Logging	DefaultLogger	StardewValley.Logging/DefaultLogger.cs	ok	2846
526	StardewValley.Logging	IGameLogger	StardewValley.Logging/IGameLogger.cs	ok	257
527	StardewValley.Menus	AboutMenu	StardewValley.Menus/AboutMenu.cs	ok	8144
528	StardewValley.Menus	AdvancedGameOptions	StardewValley.Menus/AdvancedGameOptions.cs	ok	21429
529	StardewValley.Menus	AnimalPage	StardewValley.Menus/AnimalPage.cs	ok	17943
530	StardewValley.Menus	AnimalQueryMenu	StardewValley.Menus/AnimalQueryMenu.cs	ok	20408
531	StardewValley.Menus	AnimationPreviewTool	StardewValley.Menus/AnimationPreviewTool.cs	ok	11484
532	StardewValley.Menus	Billboard	StardewValley.Menus/Billboard.cs	ok	18562
533	StardewValley.Menus	BobberBar	StardewValley.Menus/BobberBar.cs	ok	23657
534	StardewValley.Menus	BuffsDisplay	StardewValley.Menus/BuffsDisplay.cs	ok	9473
535	StardewValley.Menus	BuildingPaintMenu	StardewValley.Menus/BuildingPaintMenu.cs	ok	27929
536	StardewValley.Menus	BuildingSkinMenu	StardewValley.Menus/BuildingSkinMenu.cs	ok	7441
537	StardewValley.Menus	Bundle	StardewValley.Menus/Bundle.cs	ok	12580
538	StardewValley.Menus	BundleIngredientDescription	StardewValley.Menus/BundleIngredientDescription.cs	ok	916
539	StardewValley.Menus	ButtonTutorialMenu	StardewValley.Menus/ButtonTutorialMenu.cs	ok	1758
540	StardewValley.Menus	CarpenterMenu	StardewValley.Menus/CarpenterMenu.cs	ok	50008
541	StardewValley.Menus	CharacterCustomization	StardewValley.Menus/CharacterCustomization.cs	ok	107927
542	StardewValley.Menus	ChatBox	StardewValley.Menus/ChatBox.cs	ok	18687
543	StardewValley.Menus	ChatMessage	StardewValley.Menus/ChatMessage.cs	ok	5032
544	StardewValley.Menus	ChatSnippet	StardewValley.Menus/ChatSnippet.cs	ok	418
545	StardewValley.Menus	ChatTextBox	StardewValley.Menus/ChatTextBox.cs	ok	4279
546	StardewValley.Menus	ChooseFromIconsMenu	StardewValley.Menus/ChooseFromIconsMenu.cs	ok	12050
547	StardewValley.Menus	ChooseFromListMenu	StardewValley.Menus/ChooseFromListMenu.cs	ok	5815
548	StardewValley.Menus	ClickableAnimatedComponent	StardewValley.Menus/ClickableAnimatedComponent.cs	ok	1242
549	StardewValley.Menus	ClickableComponent	StardewValley.Menus/ClickableComponent.cs	ok	3339
550	StardewValley.Menus	ClickableTextureComponent	StardewValley.Menus/ClickableTextureComponent.cs	ok	3689
551	StardewValley.Menus	CollectionsPage	StardewValley.Menus/CollectionsPage.cs	ok	28374
552	StardewValley.Menus	ColorPicker	StardewValley.Menus/ColorPicker.cs	ok	7199
553	StardewValley.Menus	ConfirmationDialog	StardewValley.Menus/ConfirmationDialog.cs	ok	5795
554	StardewValley.Menus	CoopMenu	StardewValley.Menus/CoopMenu.cs	ok	25707
555	StardewValley.Menus	CraftingPage	StardewValley.Menus/CraftingPage.cs	ok	22112
556	StardewValley.Menus	DayTimeMoneyBox	StardewValley.Menus/DayTimeMoneyBox.cs	ok	19598
557	StardewValley.Menus	DialogueBox	StardewValley.Menus/DialogueBox.cs	ok	29587
558	StardewValley.Menus	DigitEntryMenu	StardewValley.Menus/DigitEntryMenu.cs	ok	4820
559	StardewValley.Menus	DiscreteColorPicker	StardewValley.Menus/DiscreteColorPicker.cs	ok	4023
560	StardewValley.Menus	DyeMenu	StardewValley.Menus/DyeMenu.cs	ok	16957
561	StardewValley.Menus	EmojiMenu	StardewValley.Menus/EmojiMenu.cs	ok	4462
562	StardewValley.Menus	EmoteMenu	StardewValley.Menus/EmoteMenu.cs	ok	9564
563	StardewValley.Menus	EmoteSelector	StardewValley.Menus/EmoteSelector.cs	ok	8138
564	StardewValley.Menus	ExitPage	StardewValley.Menus/ExitPage.cs	ok	3919
565	StardewValley.Menus	FarmerBoxButton	StardewValley.Menus/FarmerBoxButton.cs	ok	219
566	StardewValley.Menus	FarmersBox	StardewValley.Menus/FarmersBox.cs	ok	2997
567	StardewValley.Menus	FarmhandMenu	StardewValley.Menus/FarmhandMenu.cs	ok	7923
568	StardewValley.Menus	FieldOfficeMenu	StardewValley.Menus/FieldOfficeMenu.cs	ok	13064
569	StardewValley.Menus	ForgeMenu	StardewValley.Menus/ForgeMenu.cs	ok	36443
570	StardewValley.Menus	GameMenu	StardewValley.Menus/GameMenu.cs	ok	17158
571	StardewValley.Menus	GeodeMenu	StardewValley.Menus/GeodeMenu.cs	ok	17172
572	StardewValley.Menus	IClickableMenu	StardewValley.Menus/IClickableMenu.cs	ok	55003
573	StardewValley.Menus	ICreditsBlock	StardewValley.Menus/ICreditsBlock.cs	ok	346
574	StardewValley.Menus	IScreenReadable	StardewValley.Menus/IScreenReadable.cs	ok	180
575	StardewValley.Menus	ImageCreditsBlock	StardewValley.Menus/ImageCreditsBlock.cs	ok	1264
576	StardewValley.Menus	InventoryMenu	StardewValley.Menus/InventoryMenu.cs	ok	17095
577	StardewValley.Menus	InventoryPage	StardewValley.Menus/InventoryPage.cs	ok	31922
578	StardewValley.Menus	InviteCodeDialog	StardewValley.Menus/InviteCodeDialog.cs	ok	1205
579	StardewValley.Menus	ItemExitBehavior	StardewValley.Menus/ItemExitBehavior.cs	ok	113
580	StardewValley.Menus	ItemGrabMenu	StardewValley.Menus/ItemGrabMenu.cs	ok	46178
581	StardewValley.Menus	ItemListMenu	StardewValley.Menus/ItemListMenu.cs	ok	5830
582	StardewValley.Menus	JojaCDMenu	StardewValley.Menus/JojaCDMenu.cs	ok	6662
583	StardewValley.Menus	JunimoNoteMenu	StardewValley.Menus/JunimoNoteMenu.cs	ok	56571
584	StardewValley.Menus	LanguageSelectionMenu	StardewValley.Menus/LanguageSelectionMenu.cs	ok	8222
585	StardewValley.Menus	LetterViewerMenu	StardewValley.Menus/LetterViewerMenu.cs	ok	30359
586	StardewValley.Menus	LevelUpMenu	StardewValley.Menus/LevelUpMenu.cs	ok	26894
587	StardewValley.Menus	LinkCreditsBlock	StardewValley.Menus/LinkCreditsBlock.cs	ok	1244
588	StardewValley.Menus	LoadGameMenu	StardewValley.Menus/LoadGameMenu.cs	ok	34158
589	StardewValley.Menus	LocalCoopJoinMenu	StardewValley.Menus/LocalCoopJoinMenu.cs	ok	3950
590	StardewValley.Menus	MapPage	StardewValley.Menus/MapPage.cs	ok	10325
591	StardewValley.Menus	MasteryTrackerMenu	StardewValley.Menus/MasteryTrackerMenu.cs	ok	21666
592	StardewValley.Menus	MenuWithInventory	StardewValley.Menus/MenuWithInventory.cs	ok	10757
593	StardewValley.Menus	MineElevatorMenu	StardewValley.Menus/MineElevatorMenu.cs	ok	4798
594	StardewValley.Menus	MuseumMenu	StardewValley.Menus/MuseumMenu.cs	ok	15112
595	StardewValley.Menus	NamingMenu	StardewValley.Menus/NamingMenu.cs	ok	4792
596	StardewValley.Menus	NumberSelectionMenu	StardewValley.Menus/NumberSelectionMenu.cs	ok	9009
597	StardewValley.Menus	OptionsButton	StardewValley.Menus/OptionsButton.cs	ok	1322
598	StardewValley.Menus	OptionsCheckbox	StardewValley.Menus/OptionsCheckbox.cs	ok	1229
599	StardewValley.Menus	OptionsDropDown	StardewValley.Menus/OptionsDropDown.cs	ok	5798
600	StardewValley.Menus	OptionsElement	StardewValley.Menus/OptionsElement.cs	ok	2879
601	StardewValley.Menus	OptionsInputListener	StardewValley.Menus/OptionsInputListener.cs	ok	3595
602	StardewValley.Menus	OptionsPage	StardewValley.Menus/OptionsPage.cs	ok	25118
603	StardewValley.Menus	OptionsPlusMinus	StardewValley.Menus/OptionsPlusMinus.cs	ok	3884
604	StardewValley.Menus	OptionsPlusMinusButton	StardewValley.Menus/OptionsPlusMinusButton.cs	ok	1856
605	StardewValley.Menus	OptionsSlider	StardewValley.Menus/OptionsSlider.cs	ok	2297
606	StardewValley.Menus	OptionsTextEntry	StardewValley.Menus/OptionsTextEntry.cs	ok	900
607	StardewValley.Menus	PI_ItemList	StardewValley.Menus/PI_ItemList.cs	ok	4393
608	StardewValley.Menus	PendingProposalDialog	StardewValley.Menus/PendingProposalDialog.cs	ok	2414
609	StardewValley.Menus	PondQueryMenu	StardewValley.Menus/PondQueryMenu.cs	ok	17564
610	StardewValley.Menus	PowersTab	StardewValley.Menus/PowersTab.cs	ok	5394
611	StardewValley.Menus	PrizeTicketMenu	StardewValley.Menus/PrizeTicketMenu.cs	ok	8777
612	StardewValley.Menus	ProfileItem	StardewValley.Menus/ProfileItem.cs	ok	1133
613	StardewValley.Menus	ProfileMenu	StardewValley.Menus/ProfileMenu.cs	ok	35142
614	StardewValley.Menus	PurchaseAnimalsMenu	StardewValley.Menus/PurchaseAnimalsMenu.cs	ok	24621
615	StardewValley.Menus	QuestContainerMenu	StardewValley.Menus/QuestContainerMenu.cs	ok	6676
616	StardewValley.Menus	QuestLog	StardewValley.Menus/QuestLog.cs	ok	26449
617	StardewValley.Menus	ReadyCheckDialog	StardewValley.Menus/ReadyCheckDialog.cs	ok	1725
618	StardewValley.Menus	RenovateMenu	StardewValley.Menus/RenovateMenu.cs	ok	12231
619	StardewValley.Menus	SaveGameMenu	StardewValley.Menus/SaveGameMenu.cs	ok	5564
620	StardewValley.Menus	ServerConnectionDialog	StardewValley.Menus/ServerConnectionDialog.cs	ok	600
621	StardewValley.Menus	ShippingMenu	StardewValley.Menus/ShippingMenu.cs	ok	31515
622	StardewValley.Menus	ShopMenu	StardewValley.Menus/ShopMenu.cs	ok	64118
623	StardewValley.Menus	SkillsPage	StardewValley.Menus/SkillsPage.cs	ok	32130
624	StardewValley.Menus	SkipForClickableAggregation	StardewValley.Menus/SkipForClickableAggregation.cs	ok	145
625	StardewValley.Menus	SliderBar	StardewValley.Menus/SliderBar.cs	ok	1095
626	StardewValley.Menus	SocialPage	StardewValley.Menus/SocialPage.cs	ok	30148
627	StardewValley.Menus	SpecialCurrencyDisplay	StardewValley.Menus/SpecialCurrencyDisplay.cs	ok	8865
628	StardewValley.Menus	SpecialOrdersBoard	StardewValley.Menus/SpecialOrdersBoard.cs	ok	15193
629	StardewValley.Menus	StorageContainer	StardewValley.Menus/StorageContainer.cs	ok	8662
630	StardewValley.Menus	StrengthGame	StardewValley.Menus/StrengthGame.cs	ok	9899
631	StardewValley.Menus	TailorRecipeListTool	StardewValley.Menus/TailorRecipeListTool.cs	ok	8869
632	StardewValley.Menus	TailoringMenu	StardewValley.Menus/TailoringMenu.cs	ok	38970
633	StardewValley.Menus	TextBox	StardewValley.Menus/TextBox.cs	ok	5637
634	StardewValley.Menus	TextBoxEvent	StardewValley.Menus/TextBoxEvent.cs	ok	83
635	StardewValley.Menus	TextCreditsBlock	StardewValley.Menus/TextCreditsBlock.cs	ok	1895
636	StardewValley.Menus	TextEntryMenu	StardewValley.Menus/TextEntryMenu.cs	ok	9679
637	StardewValley.Menus	TitleMenu	StardewValley.Menus/TitleMenu.cs	ok	76203
638	StardewValley.Menus	TitleTextInputMenu	StardewValley.Menus/TitleTextInputMenu.cs	ok	2180
639	StardewValley.Menus	TooManyFarmsMenu	StardewValley.Menus/TooManyFarmsMenu.cs	ok	2817
640	StardewValley.Menus	Toolbar	StardewValley.Menus/Toolbar.cs	ok	6241
641	StardewValley.Menus	TutorialMenu	StardewValley.Menus/TutorialMenu.cs	ok	7760
642	StardewValley.Menus	WheelSpinGame	StardewValley.Menus/WheelSpinGame.cs	ok	4443
643	StardewValley.Minigames	AbigailGame	StardewValley.Minigames/AbigailGame.cs	ok	153257
644	StardewValley.Minigames	BoatJourney	StardewValley.Minigames/BoatJourney.cs	ok	20391
645	StardewValley.Minigames	CalicoJack	StardewValley.Minigames/CalicoJack.cs	ok	22539
646	StardewValley.Minigames	CraneGame	StardewValley.Minigames/CraneGame.cs	ok	50158
647	StardewValley.Minigames	Darts	StardewValley.Minigames/Darts.cs	ok	18629
648	StardewValley.Minigames	FantasyBoardGame	StardewValley.Minigames/FantasyBoardGame.cs	ok	5639
649	StardewValley.Minigames	FishingGame	StardewValley.Minigames/FishingGame.cs	ok	14963
650	StardewValley.Minigames	GrandpaStory	StardewValley.Minigames/GrandpaStory.cs	ok	20526
651	StardewValley.Minigames	HaleyCowPictures	StardewValley.Minigames/HaleyCowPictures.cs	ok	5750
652	StardewValley.Minigames	IMinigame	StardewValley.Minigames/IMinigame.cs	ok	723
653	StardewValley.Minigames	Intro	StardewValley.Minigames/Intro.cs	ok	21029
654	StardewValley.Minigames	MaruComet	StardewValley.Minigames/MaruComet.cs	ok	9253
655	StardewValley.Minigames	MineCart	StardewValley.Minigames/MineCart.cs	ok	190882
656	StardewValley.Minigames	NetLeaderboards	StardewValley.Minigames/NetLeaderboards.cs	ok	1549
657	StardewValley.Minigames	NetLeaderboardsEntry	StardewValley.Minigames/NetLeaderboardsEntry.cs	ok	602
658	StardewValley.Minigames	PlaneFlyBy	StardewValley.Minigames/PlaneFlyBy.cs	ok	4232
659	StardewValley.Minigames	RobotBlastoff	StardewValley.Minigames/RobotBlastoff.cs	ok	5017
660	StardewValley.Minigames	Slots	StardewValley.Minigames/Slots.cs	ok	16888
661	StardewValley.Minigames	TargetGame	StardewValley.Minigames/TargetGame.cs	ok	20898
662	StardewValley.Minigames	TelescopeScene	StardewValley.Minigames/TelescopeScene.cs	ok	2433
663	StardewValley.Minigames	Test	StardewValley.Minigames/Test.cs	ok	1787
664	StardewValley.Mods	ModDataDictionary	StardewValley.Mods/ModDataDictionary.cs	ok	658
665	StardewValley.Mods	ModHooks	StardewValley.Mods/ModHooks.cs	ok	1858
666	StardewValley.Mods	RenderSteps	StardewValley.Mods/RenderSteps.cs	ok	391
667	StardewValley.Monsters	AngryRoger	StardewValley.Monsters/AngryRoger.cs	ok	6429
668	StardewValley.Monsters	Bat	StardewValley.Monsters/Bat.cs	ok	26312
669	StardewValley.Monsters	BigSlime	StardewValley.Monsters/BigSlime.cs	ok	7230
670	StardewValley.Monsters	BlueSquid	StardewValley.Monsters/BlueSquid.cs	ok	9945
671	StardewValley.Monsters	Bug	StardewValley.Monsters/Bug.cs	ok	5517
672	StardewValley.Monsters	DinoMonster	StardewValley.Monsters/DinoMonster.cs	ok	13099
673	StardewValley.Monsters	Duggy	StardewValley.Monsters/Duggy.cs	ok	5049
674	StardewValley.Monsters	DustSpirit	StardewValley.Monsters/DustSpirit.cs	ok	7187
675	StardewValley.Monsters	DwarvishSentry	StardewValley.Monsters/DwarvishSentry.cs	ok	4489
676	StardewValley.Monsters	Fly	StardewValley.Monsters/Fly.cs	ok	7168
677	StardewValley.Monsters	Ghost	StardewValley.Monsters/Ghost.cs	ok	12803
678	StardewValley.Monsters	GreenSlime	StardewValley.Monsters/GreenSlime.cs	ok	33236
679	StardewValley.Monsters	Grub	StardewValley.Monsters/Grub.cs	ok	7727
680	StardewValley.Monsters	HotHead	StardewValley.Monsters/HotHead.cs	ok	4767
681	StardewValley.Monsters	LavaLurk	StardewValley.Monsters/LavaLurk.cs	ok	11208
682	StardewValley.Monsters	Leaper	StardewValley.Monsters/Leaper.cs	ok	6478
683	StardewValley.Monsters	MetalHead	StardewValley.Monsters/MetalHead.cs	ok	4097
684	StardewValley.Monsters	Monster	StardewValley.Monsters/Monster.cs	ok	35201
685	StardewValley.Monsters	Mummy	StardewValley.Monsters/Mummy.cs	ok	6494
686	StardewValley.Monsters	ParryEventArgs	StardewValley.Monsters/ParryEventArgs.cs	ok	650
687	StardewValley.Monsters	RockCrab	StardewValley.Monsters/RockCrab.cs	ok	6515
688	StardewValley.Monsters	RockGolem	StardewValley.Monsters/RockGolem.cs	ok	7376
689	StardewValley.Monsters	Serpent	StardewValley.Monsters/Serpent.cs	ok	17781
690	StardewValley.Monsters	ShadowBrute	StardewValley.Monsters/ShadowBrute.cs	ok	2703
691	StardewValley.Monsters	ShadowGirl	StardewValley.Monsters/ShadowGirl.cs	ok	3426
692	StardewValley.Monsters	ShadowGuy	StardewValley.Monsters/ShadowGuy.cs	ok	8502
693	StardewValley.Monsters	ShadowShaman	StardewValley.Monsters/ShadowShaman.cs	ok	8561
694	StardewValley.Monsters	Shooter	StardewValley.Monsters/Shooter.cs	ok	7781
695	StardewValley.Monsters	Skeleton	StardewValley.Monsters/Skeleton.cs	ok	7217
696	StardewValley.Monsters	Spiker	StardewValley.Monsters/Spiker.cs	ok	3465
697	StardewValley.Monsters	SquidKid	StardewValley.Monsters/SquidKid.cs	ok	8060
698	StardewValley.NativeClipboard	ClipboardPlatformType	StardewValley.NativeClipboard/ClipboardPlatformType.cs	ok	115
699	StardewValley.NativeClipboard	LinuxSdlClipboard	StardewValley.NativeClipboard/LinuxSdlClipboard.cs	ok	662
700	StardewValley.NativeClipboard	OsxSdlClipboard	StardewValley.NativeClipboard/OsxSdlClipboard.cs	ok	155
701	StardewValley.NativeClipboard	SdlClipboard	StardewValley.NativeClipboard/SdlClipboard.cs	ok	2596
702	StardewValley.NativeClipboard	WindowsSdlClipboard	StardewValley.NativeClipboard/WindowsSdlClipboard.cs	ok	167
703	StardewValley.Network	BandwidthLogger	StardewValley.Network/BandwidthLogger.cs	ok	2371
704	StardewValley.Network	BarGraph	StardewValley.Network/BarGraph.cs	ok	1731
705	StardewValley.Network	Bimap`2	StardewValley.Network/Bimap.cs	ok	2116
706	StardewValley.Network	BuilderData	StardewValley.Network/BuilderData.cs	ok	1033
707	StardewValley.Network	Client	StardewValley.Network/Client.cs	ok	8101
708	StardewValley.Network	FarmerCollection	StardewValley.Network/FarmerCollection.cs	ok	2579
709	StardewValley.Network	GameServer	StardewValley.Network/GameServer.cs	ok	20486
710	StardewValley.Network	HookableClient	StardewValley.Network/HookableClient.cs	ok	709
711	StardewValley.Network	HookableServer	StardewValley.Network/HookableServer.cs	ok	477
712	StardewValley.Network	IBandwidthMonitor	StardewValley.Network/IBandwidthMonitor.cs	ok	149
713	StardewValley.Network	IGameServer	StardewValley.Network/IGameServer.cs	ok	1389
714	StardewValley.Network	IHookableClient	StardewValley.Network/IHookableClient.cs	ok	268
715	StardewValley.Network	IHookableServer	StardewValley.Network/IHookableServer.cs	ok	178
716	StardewValley.Network	IncomingMessage	StardewValley.Network/IncomingMessage.cs	ok	842
717	StardewValley.Network	LidgrenClient	StardewValley.Network/LidgrenClient.cs	ok	6096
718	StardewValley.Network	LidgrenMessageUtils	StardewValley.Network/LidgrenMessageUtils.cs	ok	963
719	StardewValley.Network	LidgrenServer	StardewValley.Network/LidgrenServer.cs	ok	8652
720	StardewValley.Network	LocationWeather	StardewValley.Network/LocationWeather.cs	ok	3978
721	StardewValley.Network	NetAudio	StardewValley.Network/NetAudio.cs	ok	2063
722	StardewValley.Network	NetBufferReadStream	StardewValley.Network/NetBufferReadStream.cs	ok	1279
723	StardewValley.Network	NetBufferWriteStream	StardewValley.Network/NetBufferWriteStream.cs	ok	1291
724	StardewValley.Network	NetBundles	StardewValley.Network/NetBundles.cs	ok	898
725	StardewValley.Network	NetCharacterRef	StardewValley.Network/NetCharacterRef.cs	ok	966
726	StardewValley.Network	NetDancePartner	StardewValley.Network/NetDancePartner.cs	ok	2070
727	StardewValley.Network	NetDirection	StardewValley.Network/NetDirection.cs	ok	1988
728	StardewValley.Network	NetFarmerCollection	StardewValley.Network/NetFarmerCollection.cs	ok	3052
729	StardewValley.Network	NetFarmerRef	StardewValley.Network/NetFarmerRef.cs	ok	1743
730	StardewValley.Network	NetFarmerRoot	StardewValley.Network/NetFarmerRoot.cs	ok	583
731	StardewValley.Network	NetIntDictionary`2	StardewValley.Network/NetIntDictionary.cs	ok	587
732	StardewValley.Network	NetLocationRef	StardewValley.Network/NetLocationRef.cs	ok	2615
733	StardewValley.Network	NetLongDictionary`2	StardewValley.Network/NetLongDictionary.cs	ok	596
734	StardewValley.Network	NetMutex	StardewValley.Network/NetMutex.cs	ok	2206
735	StardewValley.Network	NetMutexQueue`1	StardewValley.Network/NetMutexQueue.cs	ok	1880
736	StardewValley.Network	NetNPCRef	StardewValley.Network/NetNPCRef.cs	ok	836
737	StardewValley.Network	NetPausableField`3	StardewValley.Network/NetPausableField.cs	ok	1414
738	StardewValley.Network	NetPointDictionary`2	StardewValley.Network/NetPointDictionary.cs	ok	718
739	StardewValley.Network	NetPosition	StardewValley.Network/NetPosition.cs	ok	2588
740	StardewValley.Network	NetStringDictionary`2	StardewValley.Network/NetStringDictionary.cs	ok	615
741	StardewValley.Network	NetVector2Dictionary`2	StardewValley.Network/NetVector2Dictionary.cs	ok	751
742	StardewValley.Network	NetWitnessedLock	StardewValley.Network/NetWitnessedLock.cs	ok	1401
743	StardewValley.Network	NetWorldState	StardewValley.Network/NetWorldState.cs	ok	23293
744	StardewValley.Network	OutgoingMessage	StardewValley.Network/OutgoingMessage.cs	ok	3067
745	StardewValley.Network	OverlaidDictionary	StardewValley.Network/OverlaidDictionary.cs	ok	5674
746	StardewValley.Network	OverlayDictionary`2	StardewValley.Network/OverlayDictionary.cs	ok	2977
747	StardewValley.Network	Server	StardewValley.Network/Server.cs	ok	1976
748	StardewValley.Network.ChestHit	ChestHitArgs	StardewValley.Network.ChestHit/ChestHitArgs.cs	ok	336
749	StardewValley.Network.ChestHit	ChestHitSynchronizer	StardewValley.Network.ChestHit/ChestHitSynchronizer.cs	ok	5760
750	StardewValley.Network.ChestHit	ChestHitTimer	StardewValley.Network.ChestHit/ChestHitTimer.cs	ok	306
751	StardewValley.Network.ChestHit.Internal	ChestHitMessageType	StardewValley.Network.ChestHit.Internal/ChestHitMessageType.cs	ok	119
752	StardewValley.Network.Compress	INetCompression	StardewValley.Network.Compress/INetCompression.cs	ok	274
753	StardewValley.Network.Compress	LZ4NetCompression	StardewValley.Network.Compress/LZ4NetCompression.cs	ok	1840
754	StardewValley.Network.Compress	NullNetCompression	StardewValley.Network.Compress/NullNetCompression.cs	ok	398
755	StardewValley.Network.Dedicated	DedicatedServer	StardewValley.Network.Dedicated/DedicatedServer.cs	ok	13147
756	StardewValley.Network.Dedicated	DedicatedServerMessageType	StardewValley.Network.Dedicated/DedicatedServerMessageType.cs	ok	118
757	StardewValley.Network.NetEvents	BasePlayerActionRequest	StardewValley.Network.NetEvents/BasePlayerActionRequest.cs	ok	1938
758	StardewValley.Network.NetEvents	BaseSetFlagRequest	StardewValley.Network.NetEvents/BaseSetFlagRequest.cs	ok	725
759	StardewValley.Network.NetEvents	MailType	StardewValley.Network.NetEvents/MailType.cs	ok	109
760	StardewValley.Network.NetEvents	NutDropRequest	StardewValley.Network.NetEvents/NutDropRequest.cs	ok	1079
761	StardewValley.Network.NetEvents	PlayerActionTarget	StardewValley.Network.NetEvents/PlayerActionTarget.cs	ok	108
762	StardewValley.Network.NetEvents	SetMailRequest	StardewValley.Network.NetEvents/SetMailRequest.cs	ok	1626
763	StardewValley.Network.NetEvents	SetSimpleFlagRequest	StardewValley.Network.NetEvents/SetSimpleFlagRequest.cs	ok	1794
764	StardewValley.Network.NetEvents	SimpleFlagType	StardewValley.Network.NetEvents/SimpleFlagType.cs	ok	200
765	StardewValley.Network.NetReady	ReadySynchronizer	StardewValley.Network.NetReady/ReadySynchronizer.cs	ok	1878
766	StardewValley.Network.NetReady.Internal	BaseReadyCheck	StardewValley.Network.NetReady.Internal/BaseReadyCheck.cs	ok	1464
767	StardewValley.Network.NetReady.Internal	ClientReadyCheck	StardewValley.Network.NetReady.Internal/ClientReadyCheck.cs	ok	2685
768	StardewValley.Network.NetReady.Internal	ReadyCheckMessageType	StardewValley.Network.NetReady.Internal/ReadyCheckMessageType.cs	ok	200
769	StardewValley.Network.NetReady.Internal	ReadyState	StardewValley.Network.NetReady.Internal/ReadyState.cs	ok	115
770	StardewValley.Network.NetReady.Internal	ServerReadyCheck	StardewValley.Network.NetReady.Internal/ServerReadyCheck.cs	ok	5169
771	StardewValley.Objects	BedFurniture	StardewValley.Objects/BedFurniture.cs	ok	12773
772	StardewValley.Objects	Boots	StardewValley.Objects/Boots.cs	ok	8346
773	StardewValley.Objects	BreakableContainer	StardewValley.Objects/BreakableContainer.cs	ok	21608
774	StardewValley.Objects	Cask	StardewValley.Objects/Cask.cs	ok	5066
775	StardewValley.Objects	Chest	StardewValley.Objects/Chest.cs	ok	44013
776	StardewValley.Objects	Clothing	StardewValley.Objects/Clothing.cs	ok	7186
777	StardewValley.Objects	ColoredObject	StardewValley.Objects/ColoredObject.cs	ok	11726
778	StardewValley.Objects	CombinedRing	StardewValley.Objects/CombinedRing.cs	ok	7043
779	StardewValley.Objects	CrabPot	StardewValley.Objects/CrabPot.cs	ok	15402
780	StardewValley.Objects	DefaultPhoneHandler	StardewValley.Objects/DefaultPhoneHandler.cs	ok	15386
781	StardewValley.Objects	FishTankFurniture	StardewValley.Objects/FishTankFurniture.cs	ok	17363
782	StardewValley.Objects	Furniture	StardewValley.Objects/Furniture.cs	ok	52644
783	StardewValley.Objects	Hat	StardewValley.Objects/Hat.cs	ok	6686
784	StardewValley.Objects	IPhoneHandler	StardewValley.Objects/IPhoneHandler.cs	ok	344
785	StardewValley.Objects	IndoorPot	StardewValley.Objects/IndoorPot.cs	ok	7902
786	StardewValley.Objects	ItemPedestal	StardewValley.Objects/ItemPedestal.cs	ok	5720
787	StardewValley.Objects	Mannequin	StardewValley.Objects/Mannequin.cs	ok	16987
788	StardewValley.Objects	MiniJukebox	StardewValley.Objects/MiniJukebox.cs	ok	2935
789	StardewValley.Objects	PetLicense	StardewValley.Objects/PetLicense.cs	ok	3284
790	StardewValley.Objects	Phone	StardewValley.Objects/Phone.cs	ok	5269
791	StardewValley.Objects	RandomizedPlantFurniture	StardewValley.Objects/RandomizedPlantFurniture.cs	ok	4441
792	StardewValley.Objects	Ring	StardewValley.Objects/Ring.cs	ok	13366
793	StardewValley.Objects	Sign	StardewValley.Objects/Sign.cs	ok	4880
794	StardewValley.Objects	SpecialItem	StardewValley.Objects/SpecialItem.cs	ok	7516
795	StardewValley.Objects	StorageFurniture	StardewValley.Objects/StorageFurniture.cs	ok	6139
796	StardewValley.Objects	TV	StardewValley.Objects/TV.cs	ok	27903
797	StardewValley.Objects	TankFish	StardewValley.Objects/TankFish.cs	ok	18087
798	StardewValley.Objects	Wallpaper	StardewValley.Objects/Wallpaper.cs	ok	7052
799	StardewValley.Objects	WoodChipper	StardewValley.Objects/WoodChipper.cs	ok	8572
800	StardewValley.Objects	Workbench	StardewValley.Objects/Workbench.cs	ok	3161
801	StardewValley.Objects.Trinkets	CompanionTrinketEffect	StardewValley.Objects.Trinkets/CompanionTrinketEffect.cs	ok	1092
802	StardewValley.Objects.Trinkets	FairyBoxTrinketEffect	StardewValley.Objects.Trinkets/FairyBoxTrinketEffect.cs	ok	2501
803	StardewValley.Objects.Trinkets	IceOrbTrinketEffect	StardewValley.Objects.Trinkets/IceOrbTrinketEffect.cs	ok	2853
804	StardewValley.Objects.Trinkets	MagicQuiverTrinketEffect	StardewValley.Objects.Trinkets/MagicQuiverTrinketEffect.cs	ok	4770
805	StardewValley.Objects.Trinkets	RainbowHairTrinketEffect	StardewValley.Objects.Trinkets/RainbowHairTrinketEffect.cs	ok	352
806	StardewValley.Objects.Trinkets	Trinket	StardewValley.Objects.Trinkets/Trinket.cs	ok	7801
807	StardewValley.Objects.Trinkets	TrinketEffect	StardewValley.Objects.Trinkets/TrinketEffect.cs	ok	2249
808	StardewValley.Pathfinding	LocationWarpRoute	StardewValley.Pathfinding/LocationWarpRoute.cs	ok	289
809	StardewValley.Pathfinding	PathFindController	StardewValley.Pathfinding/PathFindController.cs	ok	16325
